Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Ford,S-MAX,2006,I (2006—2010),264490 км,8 записей в отчёте Автотеки,,3,Не битый,2.0 MT (145 л.с.),2 л,Бензин,Механика,Передний,,Минивэн,Чёрный,Левый,WF0S*************,Возможен,649 000
Ford,Kuga,2019,II рестайлинг (2016—2019),43500 км,6 записей в отчёте Автотеки,,3,Не битый,1.5 EcoBoost 4WD AT (150 л.с.),1.5 л,Бензин,Автомат,Полный,Trend Plus,Внедорожник 5-дверный,Белый,Левый,Z6FA*************,Возможен,2 098 800
Ford,Transit Connect,2013,I рестайлинг (2009—2013),336000 км,5 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.8 TDCi MT (75 л.с.),1.8 л,Дизель,Механика,Передний,Базовая,Фургон,Синий,Левый,WF0U*************,Не интересует,920 000
Ford,Focus,2012,III (2011—2015),202150 км,5 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 AMT (125 л.с.),1.6 л,Бензин,Робот,Передний,Titanium,Универсал,Белый,Левый,X9FL*************,Не интересует,820 000
Ford,Mondeo,1998,II (1994—2001),348000 км,19 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.8 MT (115 л.с.),1.8 л,Бензин,Механика,Передний,Базовая,Седан,Серебряный,Левый,WF0F*************,Возможен,160 000
Ford,Focus,2007,II рестайлинг (2007—2011),164000 км,6 записей в отчёте Автотеки,,4+,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,Comfort,Хетчбек 5-дверный,Красный,Левый,X9F5*************,,461 900
Ford,Transit,2020,VIII (2013—2023),111837 км,8 записей в отчёте Автотеки,,1,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Серебряный,Левый,X2FX*************,Возможен,3 651 000
Ford,Focus,2010,II рестайлинг (2007—2011),256000 км,6 записей в отчёте Автотеки,,2,Не битый,1.6 MT (100 л.с.),1.6 л,Бензин,Механика,Передний,Comfort,Седан,Серебряный,Левый,X9FH*************,,580 000
Ford,Fusion,2008,I рестайлинг (2005—2012),117000 км,5 записей в отчёте Автотеки,,3,Не битый,1.4 MT (80 л.с.),1.4 л,Бензин,Механика,Передний,,Хетчбек 5-дверный,Серебряный,Левый,WF0U*************,,495 000
Ford,Transit,2022,VIII (2013—2023),34877 км,2 записи в отчёте Автотеки,Электронный,1,Не битый,2.2 TDCi RWD MT (155 л.с.),2.2 л,Дизель,Механика,Задний,Базовая,Фургон,Белый,Левый,XD23*************,Не интересует,5 260 000
Ford,Focus,2005,II (2005—2008),176000 км,4 записи в отчёте Автотеки,Оригинал,4+,Не битый,1.6 TDCi MT (109 л.с.),1.6 л,Дизель,Механика,Передний,Базовая,Универсал,Серебряный,Левый,WF0W*************,,389 000
Ford,Kuga,2015,II (2012—2016),126500 км,9 записей в отчёте Автотеки,,1,Не битый,2.5 AT (150 л.с.),2.5 л,Бензин,Автомат,Передний,Titanium,Внедорожник 5-дверный,Коричневый,Левый,Z6FA*************,Возможен,1 285 000
Ford,Transit,2018,VIII (2013—2023),149931 км,8 записей в отчёте Автотеки,,1,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Микроавтобус,Чёрный,Левый,Z6FF*************,,3 090 000
Ford,EcoSport,2016,I (2014—2018),112000 км,16 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MT (122 л.с.),1.6 л,Бензин,Механика,Передний,Trend Plus,Внедорожник 5-дверный,Чёрный,Левый,Z6FL*************,Не интересует,1 560 000
Ford,Transit,2019,VIII (2013—2023),131200 км,Проверить в Автотеке,,1,Не битый,2.2 TDCi RWD MT (155 л.с.),2.2 л,Дизель,Механика,Задний,Базовая,Фургон,Белый,Левый,XD23*************,,2 400 000
Ford,Focus,2017,III рестайлинг (2014—2019),154500 км,6 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MT (105 л.с.),1.6 л,Бензин,Механика,Передний,SYNC Edition,Универсал,Красный,Левый,Z6F6*************,Не интересует,1 190 000
Ford,Transit Custom,2019,I рестайлинг (2017—2023),159344 км,3 записи в отчёте Автотеки,,2,Не битый,2.2 TDCi MT (100 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Серебряный,Левый,WF0Y*************,,2 690 000
Ford,Transit,1997,V (1994—2000),666666 км,Проверить в Автотеке,,4+,Не битый,2.5 CDi MT (85 л.с.),2.5 л,Дизель,Механика,Задний,Базовая,Фургон,Белый,Левый,WF0L*************,Не интересует,180 000
Ford,Focus,2014,III (2011—2015),160000 км,16 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 AMT (125 л.с.),1.6 л,Бензин,Робот,Передний,Titanium,Хетчбек 5-дверный,Серебряный,Левый,X9FK*************,Не интересует,960 000
Ford,Focus,2019,III рестайлинг (2014—2019),26702 км,7 записей в отчёте Автотеки,,3,Не битый,1.6 PowerShift (105 л.с.),1.6 л,Бензин,Робот,Передний,Trend,Хетчбек 5-дверный,Белый,Левый,Z6F5*************,,1 543 991
Ford,Transit,2018,VIII (2013—2023),142290 км,2 записи в отчёте Автотеки,,1,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Микроавтобус,Серый,Левый,Z6FF*************,,3 190 000
Ford,Transit,2018,VIII (2013—2023),153382 км,Проверить в Автотеке,,1,Не битый,2.2 TDCi RWD MT (125 л.с.),2.2 л,Дизель,Механика,Задний,Базовая,Пикап,Белый,Левый,XD23*************,,2 100 999
Ford,Transit,2017,VIII (2013—2023),40700 км,8 записей в отчёте Автотеки,Оригинал,1,Не битый,2.2 TDCi MT (135 л.с.),2.2 л,Дизель,Механика,Задний,Базовая,Микроавтобус,Белый,Левый,Z6FX*************,Не интересует,4 200 000
Ford,Focus,2013,III (2011—2015),149844 км,13 записей в отчёте Автотеки,Оригинал,2,Не битый,2.0 AMT (150 л.с.),2 л,Бензин,Робот,Передний,Titanium,Хетчбек 5-дверный,Серый,Левый,X9FK*************,Не интересует,1 025 000
Ford,C-MAX,2007,I (2003—2007),192452 км,12 записей в отчёте Автотеки,,4+,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,Базовая,Минивэн,Зелёный,Левый,WF0E*************,,599 000
